"id","phoneNumber","area","wasteGeneratorTypes","houseNumber","floorNumber","householdType","personName","contactNumber","numberOfPeople","buildingPhoto","createdAt","updatedAt","dryRFID","drySlno","wetRFID","wetSlno","lat","lng"
2684,"7000000252","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-02","3rd Floor","Tenant","Aadhya Patil","8000000252","6",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A00000000000FC","W1-D-000252","E2004701B00000000000FC","W1-W-000252",12.89900200,77.58767000
2685,"7000000253","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-03","Ground floor","Owner","Diya Patil","8000000253","1",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A00000000000FD","W1-D-000253","E2004701B00000000000FD","W1-W-000253",12.89900400,77.58782000
2686,"7000000254","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-04","1st Floor","Tenant","Ishita Patil","8000000254","2",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A00000000000FE","W1-D-000254","E2004701B00000000000FE","W1-W-000254",12.89900600,77.58797000
2687,"7000000255","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-05","2nd Floor","Owner","Kavya Patil","8000000255","3",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A00000000000FF","W1-D-000255","E2004701B00000000000FF","W1-W-000255",12.89900800,77.58812000
2688,"7000000256","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-06","3rd Floor","Tenant","Meera Patil","8000000256","4",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000100","W1-D-000256","E2004701B0000000000100","W1-W-000256",12.89901000,77.58827000
2689,"7000000257","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-07","Ground floor","Owner","Sneha Patil","8000000257","5",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000101","W1-D-000257","E2004701B0000000000101","W1-W-000257",12.89901200,77.58842000
2690,"7000000258","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-08","1st Floor","Tenant","Pooja Patil","8000000258","6",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000102","W1-D-000258","E2004701B0000000000102","W1-W-000258",12.89901400,77.58857000
2691,"7000000259","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-09","2nd Floor","Owner","Riya Patil","8000000259","1",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000103","W1-D-000259","E2004701B0000000000103","W1-W-000259",12.89901600,77.58872000
2692,"7000000260","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-10","3rd Floor","Tenant","Nandini Patil","8000000260","2",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000104","W1-D-000260","E2004701B0000000000104","W1-W-000260",12.89901800,77.58887000
2693,"7000000261","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-11","Ground floor","Owner","Sanjay Patil","8000000261","3",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000105","W1-D-000261","E2004701B0000000000105","W1-W-000261",12.89902000,77.58902000
2694,"7000000262","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-12","1st Floor","Tenant","Manoj Patil","8000000262","4",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000106","W1-D-000262","E2004701B0000000000106","W1-W-000262",12.89902200,77.58917000
2695,"7000000263","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-13","2nd Floor","Owner","Suresh Patil","8000000263","5",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000107","W1-D-000263","E2004701B0000000000107","W1-W-000263",12.89902400,77.58932000
2696,"7000000264","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-14","3rd Floor","Tenant","Mahesh Patil","8000000264","6",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000108","W1-D-000264","E2004701B0000000000108","W1-W-000264",12.89902600,77.58947000
2697,"7000000265","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-15","Ground floor","Owner","Prakash Patil","8000000265","1",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000109","W1-D-000265","E2004701B0000000000109","W1-W-000265",12.89902800,77.58962000
2698,"7000000266","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-16","1st Floor","Tenant","Ramesh Patil","8000000266","2",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A000000000010A","W1-D-000266","E2004701B000000000010A","W1-W-000266",12.89903000,77.58977000
2699,"7000000267","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-17","2nd Floor","Owner","Ganesh Patil","8000000267","3",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A000000000010B","W1-D-000267","E2004701B000000000010B","W1-W-000267",12.89903200,77.58992000
2700,"7000000268","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-18","3rd Floor","Tenant","Dinesh Patil","8000000268","4",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A000000000010C","W1-D-000268","E2004701B000000000010C","W1-W-000268",12.89903400,77.59007000
2701,"7000000269","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-19","Ground floor","Owner","Nikhil Patil","8000000269","5",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A000000000010D","W1-D-000269","E2004701B000000000010D","W1-W-000269",12.89903600,77.59022000
2702,"7000000270","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-20","1st Floor","Tenant","Varun Patil","8000000270","6",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A000000000010E","W1-D-000270","E2004701B000000000010E","W1-W-000270",12.89903800,77.59037000
2703,"7000000271","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-21","2nd Floor","Owner","Priya Patil","8000000271","1",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A000000000010F","W1-D-000271","E2004701B000000000010F","W1-W-000271",12.89904000,77.59052000
2704,"7000000272","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-22","3rd Floor","Tenant","Divya Patil","8000000272","2",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000110","W1-D-000272","E2004701B0000000000110","W1-W-000272",12.89904200,77.59067000
2705,"7000000273","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-23","Ground floor","Owner","Swathi Patil","8000000273","3",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000111","W1-D-000273","E2004701B0000000000111","W1-W-000273",12.89904400,77.59082000
2706,"7000000274","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-24","1st Floor","Tenant","Shreya Patil","8000000274","4",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000112","W1-D-000274","E2004701B0000000000112","W1-W-000274",12.89904600,77.59097000
2707,"7000000275","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-25","2nd Floor","Owner","Keerthi Patil","8000000275","5",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000113","W1-D-000275","E2004701B0000000000113","W1-W-000275",12.89904800,77.59112000
2708,"7000000276","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-26","3rd Floor","Tenant","Lakshmi Patil","8000000276","6",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000114","W1-D-000276","E2004701B0000000000114","W1-W-000276",12.89915000,77.58752200
2709,"7000000277","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-27","Ground floor","Owner","Deepa Patil","8000000277","1",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000115","W1-D-000277","E2004701B0000000000115","W1-W-000277",12.89915200,77.58767200
2710,"7000000278","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-28","1st Floor","Tenant","Asha Patil","8000000278","2",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000116","W1-D-000278","E2004701B0000000000116","W1-W-000278",12.89915400,77.58782200
2711,"7000000279","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-29","2nd Floor","Owner","Pallavi Patil","8000000279","3",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000117","W1-D-000279","E2004701B0000000000117","W1-W-000279",12.89915600,77.58797200
2712,"7000000280","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-30","3rd Floor","Tenant","Bhavana Patil","8000000280","4",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000118","W1-D-000280","E2004701B0000000000118","W1-W-000280",12.89915800,77.58812200
2713,"7000000281","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-31","Ground floor","Owner","Aarav Naik","8000000281","5",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000119","W1-D-000281","E2004701B0000000000119","W1-W-000281",12.89916000,77.58827200
2714,"7000000282","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-32","1st Floor","Tenant","Vihaan Naik","8000000282","6",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A000000000011A","W1-D-000282","E2004701B000000000011A","W1-W-000282",12.89916200,77.58842200
2715,"7000000283","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-33","2nd Floor","Owner","Aditya Naik","8000000283","1",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A000000000011B","W1-D-000283","E2004701B000000000011B","W1-W-000283",12.89916400,77.58857200
2716,"7000000284","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-34","3rd Floor","Tenant","Arjun Naik","8000000284","2",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A000000000011C","W1-D-000284","E2004701B000000000011C","W1-W-000284",12.89916600,77.58872200
2717,"7000000285","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-35","Ground floor","Owner","Rohan Naik","8000000285","3",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A000000000011D","W1-D-000285","E2004701B000000000011D","W1-W-000285",12.89916800,77.58887200
2718,"7000000286","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-36","1st Floor","Tenant","Rahul Naik","8000000286","4",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A000000000011E","W1-D-000286","E2004701B000000000011E","W1-W-000286",12.89917000,77.58902200
2719,"7000000287","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-37","2nd Floor","Owner","Karthik Naik","8000000287","5",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A000000000011F","W1-D-000287","E2004701B000000000011F","W1-W-000287",12.89917200,77.58917200
2720,"7000000288","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-38","3rd Floor","Tenant","Vikram Naik","8000000288","6",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000120","W1-D-000288","E2004701B0000000000120","W1-W-000288",12.89917400,77.58932200
2721,"7000000289","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-39","Ground floor","Owner","Akash Naik","8000000289","1",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000121","W1-D-000289","E2004701B0000000000121","W1-W-000289",12.89917600,77.58947200
2722,"7000000290","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-40","1st Floor","Tenant","Siddharth Naik","8000000290","2",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000122","W1-D-000290","E2004701B0000000000122","W1-W-000290",12.89917800,77.58962200
2723,"7000000291","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-41","2nd Floor","Owner","Ananya Naik","8000000291","3",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000123","W1-D-000291","E2004701B0000000000123","W1-W-000291",12.89918000,77.58977200
2724,"7000000292","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-42","3rd Floor","Tenant","Aadhya Naik","8000000292","4",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000124","W1-D-000292","E2004701B0000000000124","W1-W-000292",12.89918200,77.58992200
2725,"7000000293","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-43","Ground floor","Owner","Diya Naik","8000000293","5",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000125","W1-D-000293","E2004701B0000000000125","W1-W-000293",12.89918400,77.59007200
2726,"7000000294","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-44","1st Floor","Tenant","Ishita Naik","8000000294","6",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000126","W1-D-000294","E2004701B0000000000126","W1-W-000294",12.89918600,77.59022200
2727,"7000000295","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-45","2nd Floor","Owner","Kavya Naik","8000000295","1",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000127","W1-D-000295","E2004701B0000000000127","W1-W-000295",12.89918800,77.59037200
2728,"7000000296","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-46","3rd Floor","Tenant","Meera Naik","8000000296","2",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000128","W1-D-000296","E2004701B0000000000128","W1-W-000296",12.89919000,77.59052200
2729,"7000000297","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-47","Ground floor","Owner","Sneha Naik","8000000297","3",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000129","W1-D-000297","E2004701B0000000000129","W1-W-000297",12.89919200,77.59067200
2730,"7000000298","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-48","1st Floor","Tenant","Pooja Naik","8000000298","4",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A000000000012A","W1-D-000298","E2004701B000000000012A","W1-W-000298",12.89919400,77.59082200
2731,"7000000299","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-49","2nd Floor","Owner","Riya Naik","8000000299","5",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A000000000012B","W1-D-000299","E2004701B000000000012B","W1-W-000299",12.89919600,77.59097200
2732,"7000000300","Zone A - Division 1 - Ward 1 - Block 3","Individual HHs","6-50","3rd Floor","Tenant","Nandini Naik","8000000300","6",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A000000000012C","W1-D-000300","E2004701B000000000012C","W1-W-000300",12.89919800,77.59112200
2733,"7000000301","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-01","Ground floor","Owner","Sanjay Naik","8000000301","1",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A000000000012D","W1-D-000301","E2004701B000000000012D","W1-W-000301",12.89930000,77.58752400
2734,"7000000302","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-02","1st Floor","Tenant","Manoj Naik","8000000302","2",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A000000000012E","W1-D-000302","E2004701B000000000012E","W1-W-000302",12.89930200,77.58767400
2735,"7000000303","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-03","2nd Floor","Owner","Suresh Naik","8000000303","3",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A000000000012F","W1-D-000303","E2004701B000000000012F","W1-W-000303",12.89930400,77.58782400
2736,"7000000304","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-04","3rd Floor","Tenant","Mahesh Naik","8000000304","4",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000130","W1-D-000304","E2004701B0000000000130","W1-W-000304",12.89930600,77.58797400
2737,"7000000305","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-05","Ground floor","Owner","Prakash Naik","8000000305","5",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000131","W1-D-000305","E2004701B0000000000131","W1-W-000305",12.89930800,77.58812400
2738,"7000000306","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-06","1st Floor","Tenant","Ramesh Naik","8000000306","6",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000132","W1-D-000306","E2004701B0000000000132","W1-W-000306",12.89931000,77.58827400
2739,"7000000307","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-07","2nd Floor","Owner","Ganesh Naik","8000000307","1",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000133","W1-D-000307","E2004701B0000000000133","W1-W-000307",12.89931200,77.58842400
2740,"7000000308","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-08","3rd Floor","Tenant","Dinesh Naik","8000000308","2",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000134","W1-D-000308","E2004701B0000000000134","W1-W-000308",12.89931400,77.58857400
2741,"7000000309","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-09","Ground floor","Owner","Nikhil Naik","8000000309","3",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000135","W1-D-000309","E2004701B0000000000135","W1-W-000309",12.89931600,77.58872400
2742,"7000000310","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-10","1st Floor","Tenant","Varun Naik","8000000310","4",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000136","W1-D-000310","E2004701B0000000000136","W1-W-000310",12.89931800,77.58887400
2743,"7000000311","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-11","2nd Floor","Owner","Priya Naik","8000000311","5",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000137","W1-D-000311","E2004701B0000000000137","W1-W-000311",12.89932000,77.58902400
2744,"7000000312","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-12","3rd Floor","Tenant","Divya Naik","8000000312","6",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000138","W1-D-000312","E2004701B0000000000138","W1-W-000312",12.89932200,77.58917400
2745,"7000000313","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-13","Ground floor","Owner","Swathi Naik","8000000313","1",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000139","W1-D-000313","E2004701B0000000000139","W1-W-000313",12.89932400,77.58932400
2746,"7000000314","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-14","1st Floor","Tenant","Shreya Naik","8000000314","2",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A000000000013A","W1-D-000314","E2004701B000000000013A","W1-W-000314",12.89932600,77.58947400
2747,"7000000315","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-15","2nd Floor","Owner","Keerthi Naik","8000000315","3",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A000000000013B","W1-D-000315","E2004701B000000000013B","W1-W-000315",12.89932800,77.58962400
2748,"7000000316","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-16","3rd Floor","Tenant","Lakshmi Naik","8000000316","4",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A000000000013C","W1-D-000316","E2004701B000000000013C","W1-W-000316",12.89933000,77.58977400
2749,"7000000317","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-17","Ground floor","Owner","Deepa Naik","8000000317","5",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A000000000013D","W1-D-000317","E2004701B000000000013D","W1-W-000317",12.89933200,77.58992400
2750,"7000000318","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-18","1st Floor","Tenant","Asha Naik","8000000318","6",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A000000000013E","W1-D-000318","E2004701B000000000013E","W1-W-000318",12.89933400,77.59007400
2751,"7000000319","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-19","2nd Floor","Owner","Pallavi Naik","8000000319","1",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A000000000013F","W1-D-000319","E2004701B000000000013F","W1-W-000319",12.89933600,77.59022400
2752,"7000000320","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-20","3rd Floor","Tenant","Bhavana Naik","8000000320","2",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000140","W1-D-000320","E2004701B0000000000140","W1-W-000320",12.89933800,77.59037400
2753,"7000000321","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-21","Ground floor","Owner","Aarav Joshi","8000000321","3",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000141","W1-D-000321","E2004701B0000000000141","W1-W-000321",12.89934000,77.59052400
2754,"7000000322","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-22","1st Floor","Tenant","Vihaan Joshi","8000000322","4",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000142","W1-D-000322","E2004701B0000000000142","W1-W-000322",12.89934200,77.59067400
2755,"7000000323","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-23","2nd Floor","Owner","Aditya Joshi","8000000323","5",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000143","W1-D-000323","E2004701B0000000000143","W1-W-000323",12.89934400,77.59082400
2756,"7000000324","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-24","3rd Floor","Tenant","Arjun Joshi","8000000324","6",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000144","W1-D-000324","E2004701B0000000000144","W1-W-000324",12.89934600,77.59097400
2757,"7000000325","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-25","Ground floor","Owner","Rohan Joshi","8000000325","1",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000145","W1-D-000325","E2004701B0000000000145","W1-W-000325",12.89934800,77.59112400
2758,"7000000326","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-26","1st Floor","Tenant","Rahul Joshi","8000000326","2",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000146","W1-D-000326","E2004701B0000000000146","W1-W-000326",12.89945000,77.58752600
2759,"7000000327","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-27","2nd Floor","Owner","Karthik Joshi","8000000327","3",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000147","W1-D-000327","E2004701B0000000000147","W1-W-000327",12.89945200,77.58767600
2760,"7000000328","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-28","3rd Floor","Tenant","Vikram Joshi","8000000328","4",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000148","W1-D-000328","E2004701B0000000000148","W1-W-000328",12.89945400,77.58782600
2761,"7000000329","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-29","Ground floor","Owner","Akash Joshi","8000000329","5",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000149","W1-D-000329","E2004701B0000000000149","W1-W-000329",12.89945600,77.58797600
2762,"7000000330","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-30","1st Floor","Tenant","Siddharth Joshi","8000000330","6",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A000000000014A","W1-D-000330","E2004701B000000000014A","W1-W-000330",12.89945800,77.58812600
2763,"7000000331","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-31","2nd Floor","Owner","Ananya Joshi","8000000331","1",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A000000000014B","W1-D-000331","E2004701B000000000014B","W1-W-000331",12.89946000,77.58827600
2764,"7000000332","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-32","3rd Floor","Tenant","Aadhya Joshi","8000000332","2",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A000000000014C","W1-D-000332","E2004701B000000000014C","W1-W-000332",12.89946200,77.58842600
2765,"7000000333","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-33","Ground floor","Owner","Diya Joshi","8000000333","3",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A000000000014D","W1-D-000333","E2004701B000000000014D","W1-W-000333",12.89946400,77.58857600
2766,"7000000334","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-34","1st Floor","Tenant","Ishita Joshi","8000000334","4",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A000000000014E","W1-D-000334","E2004701B000000000014E","W1-W-000334",12.89946600,77.58872600
2767,"7000000335","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-35","2nd Floor","Owner","Kavya Joshi","8000000335","5",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A000000000014F","W1-D-000335","E2004701B000000000014F","W1-W-000335",12.89946800,77.58887600
2768,"7000000336","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-36","3rd Floor","Tenant","Meera Joshi","8000000336","6",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000150","W1-D-000336","E2004701B0000000000150","W1-W-000336",12.89947000,77.58902600
2769,"7000000337","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-37","Ground floor","Owner","Sneha Joshi","8000000337","1",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000151","W1-D-000337","E2004701B0000000000151","W1-W-000337",12.89947200,77.58917600
2770,"7000000338","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-38","1st Floor","Tenant","Pooja Joshi","8000000338","2",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000152","W1-D-000338","E2004701B0000000000152","W1-W-000338",12.89947400,77.58932600
2771,"7000000339","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-39","2nd Floor","Owner","Riya Joshi","8000000339","3",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000153","W1-D-000339","E2004701B0000000000153","W1-W-000339",12.89947600,77.58947600
2772,"7000000340","Zone A - Division 1 - Ward 1 - Block 4","Individual HHs","7-40","3rd Floor","Tenant","Nandini Joshi","8000000340","4",NULL,"2026-08-11 06:38:26.263","2026-08-11 06:38:26.263","E2004701A0000000000154","W1-D-000340","E2004701B0000000000154","W1-W-000340",12.89947800,77.58962600
